Atime,D_EU,D_NA,D_AS,A_EU,A_NA,A_AS,Eur_Spot_12,Eur_Spot_9,Eur_Spot_6,Eur_Spot_3,Eur_Spot_0,Eur_Spot_-3,Eur_Spot_-6,Eur_Spot_-9,Eur_Spot_-12,Eur_Spot_-15,Eur_Spot_-18,Eur_Spot_-21,US_Spot_12,US_Spot_9,US_Spot_6,US_Spot_3,US_Spot_0,US_Spot_-3,US_Spot_-6,US_Spot_-9,US_Spot_-12,US_Spot_-15,US_Spot_-18,US_Spot_-21,Asia_Fut_12,Asia_Fut_9,Asia_Fut_6,Asia_Fut_3,Asia_Fut_0,Asia_Fut_-3,Asia_Fut_-6,Asia_Fut_-9,Asia_Fut_-12,Asia_Fut_-15,Asia_Fut_-18,Asia_Fut_-21
2021-02-12,0,1,2,0,1,2,16.009,16.322,15.839,15.839,16.068,16.697,16.884,16.783,17.664,18.394,18.347,17.674,2.62,2.72,2.66,2.7,2.72,3.16,3.49,3.01,2.88,2.76,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-13,1,1,2,1,1,1,16.009,16.235,16.322,15.839,16.009,16.625,16.743,17.671,18.016,18.394,18.394,18.347,2.67,2.72,2.72,2.66,2.62,2.5,2.48,2.44,2.52,2.52,2.58,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-14,0,2,0,0,2,0,16.068,16.235,16.322,15.839,16.009,16.625,16.743,17.671,18.016,18.394,18.394,18.347,2.67,2.72,2.87,2.66,2.8,3.16,3.4,2.99,2.88,2.68,2.73,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-15,1,1,3,1,1,3,16.009,15.839,16.009,16.532,16.569,16.255,15.839,16.068,15.839,16.068,16.697,16.884,2.45,2.55,2.45,2.58,2.65,2.62,2.7,2.72,2.7,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-16,0,2,4,0,2,4,15.839,15.841,16.322,15.839,16.009,16.625,16.743,17.671,17.674,18.394,18.394,18.347,2.66,2.72,2.87,2.66,2.8,3.16,3.35,3.4,2.99,2.68,2.68,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-17,0,1,5,0,1,5,16.255,15.839,16.009,15.839,16.068,16.697,16.884,16.783,17.664,17.674,18.394,17.674,2.62,2.66,2.72,2.7,2.72,3.16,4.96,3.35,3.4,2.99,2.88,2.68,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-18,0,0,8,0,0,8,15.839,15.839,15.841,15.839,16.009,16.625,16.569,15.915,15.885,16.077,15.841,16.625,2.52,2.55,2.53,2.5,2.65,2.62,2.67,2.79,2.7,2.66,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-19,0,2,2,0,2,2,15.885,15.839,15.841,16.532,16.532,17.664,18.016,18.227,18.227,18.347,18.394,18.394,2.66,2.66,2.8,3.16,6.12,3.35,3.4,3.01,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-20,0,0,3,1,0,2,15.839,15.839,15.841,16.625,16.532,16.783,17.664,18.787,17.674,17.674,18.394,18.394,2.66,2.66,2.72,3.16,4.96,6.12,3.35,3.4,2.99,2.88,2.68,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-21,0,2,9,0,2,9,15.839,15.839,15.839,15.841,16.625,16.532,16.601,16.235,16.322,15.839,16.009,16.322,2.43,2.52,2.53,2.52,2.56,2.53,2.6,2.58,2.7,2.66,2.68,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-22,0,6,7,1,6,7,15.839,15.839,15.839,15.839,15.839,15.885,15.839,15.841,16.625,16.532,16.783,17.664,2.45,2.58,2.62,2.62,2.7,2.7,2.66,2.72,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-23,0,1,8,0,0,10,15.885,15.839,15.839,15.839,16.009,16.625,16.743,16.783,17.664,17.674,17.674,17.674,2.62,2.66,2.66,2.66,2.72,3.16,3.4,2.99,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-24,2,6,7,2,5,8,15.839,15.839,15.839,15.839,15.841,16.625,16.532,16.783,17.664,17.674,17.674,17.674,2.62,2.66,2.66,2.66,2.72,3.16,3.35,2.99,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-25,0,2,4,0,2,5,15.839,15.839,15.885,15.839,15.841,16.625,16.532,17.664,17.674,17.674,18.227,18.347,2.66,2.7,2.7,2.66,2.8,3.16,3.35,2.99,2.88,2.68,2.68,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-26,3,3,6,3,3,4,15.839,15.839,15.841,15.839,16.009,16.625,16.743,16.783,17.664,17.674,18.394,17.674,2.62,2.66,2.72,2.66,2.72,3.16,3.35,2.99,2.88,2.68,2.68,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-27,1,6,11,2,5,9,15.839,15.839,15.839,15.839,15.839,15.841,16.532,16.532,17.664,17.674,17.674,17.674,2.62,2.66,2.66,2.66,2.66,2.8,3.16,2.99,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-02-28,0,2,5,1,2,6,15.915,15.839,15.839,15.839,15.839,15.841,16.532,16.532,17.664,17.674,18.227,18.227,2.62,2.66,2.66,2.66,2.66,2.8,3.16,2.99,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-01,2,1,2,2,1,5,15.839,15.839,15.839,15.839,15.839,16.009,16.625,16.743,16.783,17.664,17.674,18.347,2.65,2.62,2.7,2.66,2.66,2.72,3.16,3.35,3.01,2.88,2.76,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-02,1,5,10,4,5,7,15.839,15.839,15.839,15.839,15.839,15.839,15.841,16.532,16.532,17.664,17.674,18.227,2.58,2.62,2.66,2.66,2.66,2.66,2.8,3.16,2.99,2.68,2.68,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-03,1,3,14,0,3,15,15.839,15.839,15.839,15.839,15.839,15.839,15.841,16.532,16.532,17.664,17.674,18.227,2.58,2.62,2.66,2.66,2.66,2.66,2.8,2.99,2.88,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-04,2,4,13,3,2,12,15.839,15.839,15.839,15.841,15.839,15.839,15.841,16.532,16.532,16.783,17.664,18.227,2.58,2.62,2.62,2.66,2.66,2.66,2.72,3.16,2.99,2.68,2.68,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-05,1,2,14,1,2,13,15.839,15.839,15.839,15.839,15.839,15.885,15.839,15.841,16.625,16.532,17.664,17.674,2.5,2.58,2.62,2.66,2.66,2.7,2.66,2.8,2.99,2.68,2.68,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-06,6,4,15,7,2,16,15.839,15.839,15.841,15.839,15.839,15.839,15.839,15.841,16.532,16.532,16.783,17.664,2.45,2.58,2.62,2.62,2.66,2.66,2.66,2.72,2.88,2.76,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-07,4,7,12,3,7,14,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,15.841,16.532,16.532,17.664,2.45,2.48,2.43,2.43,2.52,2.58,2.52,2.56,2.53,2.6,2.58,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-08,2,6,14,2,5,13,16.009,15.839,15.839,15.839,15.839,15.839,15.841,15.839,15.841,16.532,16.532,17.664,2.5,2.5,2.58,2.62,2.66,2.66,2.66,2.66,2.8,2.68,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-09,5,8,14,7,6,14,16.235,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,16.532,16.532,17.664,2.45,2.5,2.58,2.62,2.66,2.66,2.66,2.66,2.8,2.99,2.88,2.68,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-10,4,8,17,3,7,14,15.885,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,15.841,16.532,16.532,2.5,2.45,2.5,2.62,2.62,2.66,2.66,2.66,2.66,2.68,2.68,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-11,4,9,14,4,10,15,15.839,16.068,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,16.532,16.532,2.5,2.45,2.5,2.58,2.62,2.66,2.66,2.66,2.66,2.8,2.68,2.73,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-12,1,4,8,0,4,9,16.255,15.839,16.009,15.839,15.839,15.839,15.841,15.839,15.839,15.841,16.625,16.532,2.5,2.45,2.5,2.58,2.62,2.66,2.66,2.7,2.66,2.8,2.88,2.68,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-13,2,11,24,10,6,20,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,15.841,16.532,2.45,2.45,2.45,2.5,2.62,2.62,2.66,2.66,2.66,2.66,2.68,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-14,6,2,18,6,1,13,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,16.625,2.45,2.45,2.45,2.5,2.58,2.62,2.66,2.66,2.66,2.66,2.68,2.68,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-15,5,9,18,7,8,22,15.915,15.839,15.885,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,16.532,2.45,2.45,2.5,2.45,2.58,2.62,2.62,2.66,2.66,2.66,2.63,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-16,1,8,24,3,8,19,16.235,16.255,15.839,16.009,15.839,15.839,15.839,15.839,15.839,15.839,15.841,15.841,2.45,2.45,2.45,2.45,2.5,2.62,2.62,2.66,2.66,2.66,2.66,2.88,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-17,7,3,13,9,4,13,16.068,15.839,16.068,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,2.45,2.5,2.45,2.45,2.5,2.58,2.62,2.66,2.66,2.66,2.66,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-18,5,9,16,4,9,18,15.839,16.009,16.235,15.839,15.839,15.839,15.839,15.839,15.839,15.841,15.839,15.841,2.45,2.45,2.5,2.53,2.45,2.58,2.62,2.62,2.66,2.68,2.66,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-19,3,7,25,8,7,25,15.839,16.068,15.915,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,2.45,2.45,2.45,2.45,2.45,2.5,2.62,2.62,2.66,2.66,2.66,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-20,3,7,17,1,9,17,16.235,16.235,15.839,15.839,15.839,15.839,15.839,15.841,15.839,15.839,15.839,15.839,2.45,2.5,2.45,2.45,2.45,2.5,2.58,2.62,2.66,2.66,2.7,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-21,6,6,17,11,5,15,15.839,15.915,15.839,15.839,15.839,15.885,15.839,15.839,15.839,15.839,15.839,15.839,2.45,2.45,2.5,2.5,2.45,2.45,2.58,2.62,2.62,2.66,2.66,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-22,5,5,19,7,8,18,15.839,15.885,15.839,15.841,15.841,15.885,15.839,15.839,15.839,15.839,15.839,15.839,2.45,2.5,2.45,2.5,2.45,2.45,2.5,2.62,2.62,2.66,2.66,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-23,9,13,25,12,11,29,15.839,16.009,15.839,15.839,15.885,15.839,15.839,15.839,15.839,15.839,15.839,15.839,2.43,2.45,2.45,2.45,2.5,2.45,2.5,2.58,2.62,2.66,2.66,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-24,7,8,21,9,5,20,16.235,16.235,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.841,15.839,2.43,2.45,2.45,2.45,2.5,2.45,2.45,2.58,2.62,2.62,2.66,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-25,9,6,16,9,9,22,16.077,15.841,15.839,15.885,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,2.43,2.45,2.45,2.45,2.45,2.45,2.45,2.5,2.62,2.62,2.66,2.63,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-26,4,12,23,5,11,21,17.103,16.569,15.915,15.885,16.077,15.839,15.885,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.5,2.58,2.62,2.66,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-27,7,8,19,10,7,20,16.322,15.839,16.009,15.839,15.839,15.839,15.885,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.45,2.58,2.62,2.62,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-28,4,9,21,6,9,22,15.839,16.068,15.915,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.52,2.45,2.45,2.45,2.45,2.45,2.5,2.62,2.62,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-29,10,7,23,9,10,26,16.322,15.839,16.009,16.235,15.839,15.839,15.839,15.839,15.841,15.839,15.839,15.839,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.5,2.58,2.62,2.66,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-30,5,8,23,5,7,23,16.729,16.569,16.255,15.839,15.839,15.885,15.885,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.45,2.58,2.62,2.62,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-03-31,8,11,22,9,9,22,16.569,15.915,15.839,16.068,15.841,15.839,15.839,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.43,2.5,2.45,2.45,2.45,2.5,2.45,2.5,2.62,2.62,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-01,6,12,21,7,10,23,15.839,16.009,15.839,16.009,16.235,15.915,15.839,15.885,15.839,15.839,15.839,15.839,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.5,2.58,2.62,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-02,9,11,34,9,11,37,15.915,15.885,16.077,15.841,16.569,15.915,15.885,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.45,2.58,2.62,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-03,8,7,25,10,9,25,15.915,15.885,15.839,15.841,15.841,15.839,15.885,15.839,15.839,15.839,15.839,15.839,2.43,2.43,2.43,2.43,2.52,2.45,2.45,2.45,2.45,2.45,2.5,2.62,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-04,5,5,19,2,6,15,15.885,16.077,15.841,16.322,15.839,16.009,16.235,16.255,15.839,15.915,15.885,15.839,2.43,2.43,2.43,2.43,2.43,2.45,2.52,2.45,2.45,2.5,2.5,2.58,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-05,9,9,43,9,10,35,17.103,16.569,15.915,15.885,16.077,15.841,16.322,15.839,15.885,15.839,15.839,15.839,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.45,2.58,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-06,5,13,23,10,10,20,15.915,15.885,15.839,15.839,15.841,15.839,15.915,15.885,16.077,15.841,15.839,15.839,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.5,2.45,2.45,2.5,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-07,9,8,26,9,3,33,18.42,17.97,16.729,16.569,15.915,15.839,16.068,15.841,16.255,15.839,15.885,15.885,2.43,2.43,2.43,2.43,2.43,2.5,2.45,2.45,2.45,2.45,2.45,2.5,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-08,12,9,22,9,10,23,17.737,17.97,16.729,16.569,16.255,15.839,15.839,15.885,15.915,15.839,15.839,15.841,2.43,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-09,12,8,31,8,7,33,16.077,15.841,15.915,15.839,16.068,15.839,15.885,16.077,15.839,15.839,15.839,15.839,2.43,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-10,13,15,32,13,11,32,15.839,16.009,16.625,16.743,17.103,16.569,15.915,15.885,16.077,15.839,15.839,15.839,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.5,2.45,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-11,14,2,27,9,5,31,15.915,15.885,16.077,15.841,16.235,16.255,15.839,15.915,15.885,15.839,15.841,15.839,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-12,10,10,28,11,7,27,15.885,16.077,15.841,16.625,16.532,16.255,15.839,15.839,15.839,15.885,15.839,15.839,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.45,2.45,2.45,2.45,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
2021-04-13,6,11,27,8,11,24,17.664,17.803,17.737,17.709,16.601,16.235,16.322,15.839,15.915,15.885,15.915,15.839,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.52,2.45,2.45,2.45,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06
