Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Date scraping,Date position
IBRI LNG,9317315,355580000,Panama,290,49,118608,77282,QA RLF,"Mar 24, 06:00",10.0,2.91041 N/100.93013 E,342.7°, 14.8 kn,2021-03-21,"Mar 16, 2021 12:42 UTC"
ARCTIC VOYAGER,9275335,309998000,Bahamas,290,49,118571,75485,USNSS,"Mar 27, 12:00",10.4,35.95813 N/10.48402 W,270.0°, 15.9 kn,2021-03-21,"Mar 10, 2021 09:25 UTC"
ARCTIC DISCOVERER,9276389,309481000,Bahamas,290,49,118571,75485,-,-,9.5,43.47448 N/8.2224 W,206.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
LALLA FATMA N'SOUMER,9275347,311775000,Bahamas,290,49,118363,80920,ARZEW ALGERIA,"Mar 23, 07:00",10.0,36.58288 N/13.71202 E,290.0°, 17.2 kn,2021-03-21,"Mar 21, 2021 07:55 UTC"
ELISA LARUS,9852975,228385600,France,297,46,118286,82244,USA FREEPORT,"Apr 7, 06:00",9.7,49.74065 N/5.83039 W,262.7°, 15.6 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
FUJI LNG,9275359,229443000,Malta,290,49,118219,77351,-,-,10.1,24.92499 N/93.68641 W,210.0°, 2.1 kn,2021-03-21,"Mar 18, 2021 17:17 UTC"
SYMPHONIC BREEZE,9330745,309839000,Bahamas,290,49,117895,77163,EAST OPL,"Mar 15, 06:00",10.0,1.33106 N/104.39221 E,47.4°, 13.5 kn,2021-03-21,"Mar 15, 2021 06:08 UTC"
DIAMOND GAS METROPOLIS,9862487,311000968,Bahamas,297,46,117564,81950,PA BLB,"Apr 2, 17:00",9.7,33.8405 N/134.88488 E,189.9°, 15.7 kn,2021-03-21,"Mar 9, 2021 07:19 UTC"
YAMAL SPIRIT,9781920,311000666,Bahamas,294,48,117162,91610,EG SUZ,"Mar 25, 21:00",9.5,3.76546 N/100.13234 E,317.0°, 19.5 kn,2021-03-21,"Mar 14, 2021 06:25 UTC"
SK AUDACE,9693161,373808000,Panama,292,48,117031,94665,USFPO,"Mar 29, 11:00",9.7,33.63721 N/23.46255 W,260.0°, 16.2 kn,2021-03-21,"Mar 17, 2021 21:06 UTC"
SK RESOLUTE,9693173,354184000,Panama,292,48,117031,94665,TWYAN,"Apr 20, 16:00",11.2,13.56644 N/61.19948 W,94.8°, 16.3 kn,2021-03-21,"Mar 20, 2021 15:25 UTC"
SCF LA PEROUSE,9849887,636019530,Liberia,299,46,116779,81855,USCP6,"Mar 19, 05:30",9.3,37.22496 N/76.13963 W,18.0°, 13.7 kn,2021-03-21,"Mar 19, 2021 06:42 UTC"
SCF BARENTS,9864746,636019878,Liberia,299,46,116779,81855,-,-,11.4,26.15612 N/53.4194 E,88.8°, 18.6 kn,2021-03-21,"Mar 21, 2021 09:25 UTC"
SCF TIMMERMAN,9870525,636020078,Liberia,299,46,116779,81855,ATL. OCEAN FOR ORDER,"Mar 28, 04:00",9.6,3.99081 N/100.01363 E,329.0°, 18.6 kn,2021-03-21,"Mar 14, 2021 15:42 UTC"
UMM AL ASHTAN,9074652,636010647,Liberia,290,48,116703,73100,JP KZU>AE DAS,"Apr 5, 03:00",9.9,1.3072 N/103.32925 E,303.6°, 15.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
AL HAMRA,9074640,636010544,Liberia,289,48,116703,72990,AE DAS,"Mar 16, 07:07",9.7,25.26962 N/56.49032 E,2.8°, 0.3 kn,2021-03-21,"Mar 21, 2021 10:20 UTC"
MUBARAZ,9074626,636010373,Liberia,290,48,116703,72950,IN DAH>AE FUJ,"Mar 24, 05:05",9.7,20.96705 N/67.67705 E,294.5°, 10.7 kn,2021-03-21,"Mar 21, 2021 09:47 UTC"
MRAWEH,9074638,636010457,Liberia,290,48,116703,73040,AE DAS>CN ZUH,"Apr 4, 20:01",11.5,24.76321 N/57.58873 E,147.4°, 16.3 kn,2021-03-21,"Mar 20, 2021 16:29 UTC"
LNG ABALAMABIE,9690171,310731000,Bermuda,292,48,116568,86925,PTSIE,"Mar 29, 07:00",11.6,11.7587 N/20.18728 W,155.7°, 18.7 kn,2021-03-21,"Mar 13, 2021 08:37 UTC"
LNG FINIMA II,9690145,310722000,Bermuda,292,48,116568,86867,WEST AFRICA,"Apr 16, 20:00",9.6,16.99701 N/115.56228 E,176.5°, 15.9 kn,2021-03-21,"Mar 17, 2021 08:30 UTC"
LNG ABUJA II,9690169,310730000,Bermuda,292,48,116568,87147,NG BON,"Apr 9, 05:00",9.5,38.93632 N/11.88462 W,193.0°, 8.8 kn,2021-03-21,"Mar 21, 2021 07:20 UTC"
LNG PORT-HARCOURT II,9690157,310719000,Bermuda,292,48,116568,87139,DUBAI UAE,"Feb 22, 06:00",8.0,25.24983 N/55.26407 E,311.9°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:15 UTC"
LA SEINE,9845764,215503000,Malta,299,46,116542,93200,"CAMERON,USA","Apr 5, 12:00",9.3,14.21747 N/60.74829 W,96.0°, 15.6 kn,2021-03-21,"Mar 8, 2021 14:23 UTC"
FLEX AURORA,9857365,538008764,Marshall Islands,297,46,116430,83000,FOR ORDERS,"Mar 13, 03:33",11.3,26.22018 N/79.35395 W,38.5°, 16.5 kn,2021-03-21,"Mar 15, 2021 16:30 UTC"
COOL DISCOVERER,9861031,215567000,Malta,299,46,116354,92800,FOR ORDERS,"Apr 1, 23:59",9.5,35.9683 N/5.84524 W,271.2°, 17.9 kn,2021-03-21,"Mar 20, 2021 13:45 UTC"
LA MANCHA KNUTSEN,9721724,224444000,Spain,284,46,116246,92802,JAPAN,"Mar 25, 15:01",11.8,1.42706 N/104.49485 E,53.8°, 16.3 kn,2021-03-21,"Mar 17, 2021 22:34 UTC"
RIOJA KNUTSEN,9721736,224451000,Spain,290,46,116246,92782,TTPTF,"Mar 31, 10:00",9.4,42.53939 N/16.74096 W,225.0°, 13.2 kn,2021-03-21,"Mar 21, 2021 05:18 UTC"
LNG LAGOS II,9692014,310721000,Bermuda,300,46,115995,99025,"BONNY, NIGERIA","Mar 30, 13:30",9.7,24.431 N/18.19329 W,207.0°, 12.9 kn,2021-03-21,"Mar 20, 2021 19:07 UTC"
LNG BONNY II,9692002,310720000,Bermuda,300,46,115995,98954,BONNY NIGERIA,"Mar 27, 22:30",9.6,6.3912 N/19.14941 W,86.1°, 12.1 kn,2021-03-21,"Mar 20, 2021 23:17 UTC"
LNG CROSS RIVER,9262223,310478000,Bermuda,288,48,115993,79591,WEST AFRICA,"Apr 8, 04:00",9.5,21.65695 N/63.03921 E,135.4°, 16.1 kn,2021-03-21,"Mar 16, 2021 07:23 UTC"
LNG RIVER NIGER,9262235,310479000,Bermuda,288,48,115993,79541,HUELVA,"Mar 19, 03:30",11.4,35.78536 N/7.97575 W,223.0°, 14.4 kn,2021-03-21,"Mar 20, 2021 12:27 UTC"
LNG ADAMAWA,9262211,310469000,Bermuda,289,48,115993,79566,NGBON,"Mar 20, 15:00",10.3,9.29222 N/19.33756 W,180.0°, 16.3 kn,2021-03-21,"Mar 10, 2021 00:52 UTC"
LNG AKWA IBOM,9262209,310453000,Bermuda,289,48,115993,79633,NGBON>FRMTX,"Mar 19, 15:45",11.3,45.47543 N/6.67226 W,240.0°, 15.7 kn,2021-03-21,"Mar 21, 2021 10:20 UTC"
SM EAGLE,9761827,370895000,Panama,295,46,115716,97975,KRTYG,"Apr 2, 01:00",11.1,15.39167 N/98.6943 W,300.4°, 17.4 kn,2021-03-21,"Mar 15, 2021 00:34 UTC"
GASLOG GEORGETOWN,9864916,310800000,Bermuda,293,46,115636,89000,-,"Mar 23, 23:00",11.5,45.15655 N/11.68072 W,47.0°, 12.5 kn,2021-03-21,"Mar 21, 2021 06:36 UTC"
HYUNDAI PEACEPIA,9761853,374816000,Panama,296,46,115541,98344,USSAB>PACTB,"Mar 21, 23:00",11.6,24.52256 N/89.06242 W,133.0°, 18.6 kn,2021-03-21,"Mar 19, 2021 08:37 UTC"
BRITISH CONTRIBUTOR,9766554,232006298,Isle of Man,295,46,115366,94558,ES ALG,"Mar 31, 04:00",11.3,26.24166 N/79.2118 W,41.8°, 16.3 kn,2021-03-21,"Mar 21, 2021 09:59 UTC"
BRITISH MENTOR,9766578,232006296,Isle of Man,295,46,115366,94528,JP KZU,"Mar 22, 07:00",12.3,19.91141 S/117.00243 E,30.1°, 15.9 kn,2021-03-21,"Mar 12, 2021 12:52 UTC"
BRITISH LISTENER,9766566,232006297,Isle of Man,295,46,115366,94494,US NSS,"Mar 29, 12:00",9.6,46.58605 N/16.98687 W,250.5°, 17.6 kn,2021-03-21,"Mar 18, 2021 05:24 UTC"
BRITISH PARTNER,9766530,232006301,Isle of Man,295,46,115366,94442,AES,"Mar 24, 06:00",11.1,10.77323 N/61.75934 W,11.3°, 17.1 kn,2021-03-21,"Mar 20, 2021 15:55 UTC"
PEARL LNG,9862346,215573000,Malta,293,46,115345,88000,N ATL,"Mar 28, 10:00",9.2,37.48812 N/28.69634 W,254.4°, 14.3 kn,2021-03-21,"Mar 16, 2021 21:48 UTC"
FLEX RANGER,9709025,538007621,Marshall Islands,293,46,115174,88684,FOR ORDER,"Apr 8, 08:00",9.2,21.4792 N/65.6329 E,297.3°, 10.3 kn,2021-03-21,"Mar 20, 2021 11:17 UTC"
FLEX RAINBOW,9709037,538007620,Marshall Islands,293,46,115174,88684,FOR ORDERS,"Mar 27, 00:01",10.5,8.40236 N/79.44877 W,178.6°, 18.2 kn,2021-03-21,"Mar 13, 2021 01:44 UTC"
GASLOG GLADSTONE,9744025,310779000,Bermuda,293,46,115024,87955,FOR_ORDERS,"Apr 2, 00:01",11.5,13.25472 N/100.39766 W,295.7°, 19.1 kn,2021-03-21,"Mar 14, 2021 08:03 UTC"
PAN EUROPE,9750244,477157300,Hong Kong,290,47,114996,88613,-,-,11.4,37.32593 N/126.48992 E,267.6°, 10.5 kn,2021-03-21,"Feb 7, 2021 23:50 UTC"
PAN AMERICAS,9750232,477142700,Hong Kong,290,47,114996,88425,FOR ORDERS,"Apr 2, 06:00",11.5,26.06673 N/79.37037 W,33.3°, 19.5 kn,2021-03-21,"Mar 19, 2021 17:52 UTC"
PAN AFRICA,9750256,477168300,Hong Kong,290,47,114996,88438,FOR ORDERS,"Mar 22, 00:01",11.4,21.49219 N/66.65781 E,1.3°, 15.8 kn,2021-03-21,"Mar 21, 2021 09:52 UTC"
LNG PHECDA,9834313,477345700,Hong Kong,295,45,114790,97000,ZEEBRUGGE,"Mar 27, 00:01",9.4,34.58326 N/22.71581 E,287.5°, 20.2 kn,2021-03-21,"Mar 20, 2021 18:52 UTC"
LNG DUBHE,9834296,477327900,Hong Kong,295,45,114790,91588,KR TYG,"Mar 27, 03:00",11.7,1.20589 N/103.89945 E,60.9°, 11.7 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
LNG MERAK,9834301,477345800,Hong Kong,295,45,114790,91451,CN TXG,"Mar 31, 16:01",11.5,20.69745 N/38.66484 E,153.0°, 18.8 kn,2021-03-21,"Mar 15, 2021 04:11 UTC"
PATRIS,9766889,636018010,Liberia,295,46,114758,95743,HROMI,"Mar 23, 05:00",11.0,36.60978 N/0.11607 W,71.0°, 16.4 kn,2021-03-21,"Mar 20, 2021 12:39 UTC"
KINISIS,9785158,636018011,Liberia,295,46,114758,95673,POINT FORTIN,"Apr 18, 11:00",9.0,22.31765 N/122.05728 E,192.3°, 18.4 kn,2021-03-21,"Mar 20, 2021 12:58 UTC"
BW MAGNOLIA,9850666,563092200,Singapore,295,46,114622,95547,CRISTOBAL ANCHORAGE,"Mar 8, 13:00",10.2,9.39943 N/79.94152 W,129.6°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
GASLOG HONG KONG,9748904,310773000,Bermuda,290,46,114470,92266,USFPO,"Mar 22, 11:00",9.3,25.36959 N/79.64661 W,193.7°, 16.3 kn,2021-03-21,"Mar 20, 2021 05:53 UTC"
FLEX RESOLUTE,9851646,538008815,Marshall Islands,295,46,114380,95500,EG SUZ,"Mar 21, 13:00",9.0,28.71567 N/32.99827 E,328.8°, 16.7 kn,2021-03-21,"Mar 21, 2021 08:35 UTC"
FLEX FREEDOM,9862308,538008814,Marshall Islands,295,46,114380,95500,AUBWB,"Mar 20, 08:00",9.5,8.87522 N/121.18673 E,194.2°, 7.7 kn,2021-03-21,"Mar 15, 2021 15:24 UTC"
BW LILAC,9758076,248587000,Malta,295,46,114364,95978,INDHP,"Apr 21, 00:01",11.3,28.44136 N/93.07425 W,138.1°, 15.3 kn,2021-03-21,"Mar 21, 2021 04:01 UTC"
BW TULIP,9758064,563041600,Singapore,295,46,114364,95785,MEJILLONES,"Mar 20, 06:00",11.1,8.41824 N/79.47601 W,180.9°, 18.8 kn,2021-03-21,"Mar 14, 2021 02:46 UTC"
BW PAVILION ARANDA,9792606,563082400,Singapore,295,46,114355,95876,USNSS,"Apr 2, 00:01",9.7,51.45314 N/5.76371 W,258.4°, 12.0 kn,2021-03-21,"Mar 14, 2021 17:42 UTC"
LNG SOKOTO,9216303,310378000,Bermuda,289,48,114354,79822,ESHUV,"Mar 21, 05:08",11.2,37.13339 N/6.84694 W,298.3°, 9.6 kn,2021-03-21,"Mar 21, 2021 05:33 UTC"
LNG RIVERS,9216298,310370000,Bermuda,289,48,114354,79885,BONNY NG,"Mar 19, 08:00",10.2,9.14362 N/18.76238 W,-, 14.6 kn,2021-03-21,"Mar 13, 2021 06:33 UTC"
LNG BAYELSA,9241267,310381000,Bermuda,289,48,114354,79822,WEST AFRICA,"Apr 14, 08:00",10.4,3.28327 N/100.55813 E,316.0°, 17.5 kn,2021-03-21,"Mar 16, 2021 04:57 UTC"
GIGIRA LAITEBO,9360922,309415000,Bahamas,298,46,114277,87194,YUNG_AN,"Mar 26, 07:00",11.8,34.465 N/137.05643 E,177.0°, 12.0 kn,2021-03-21,"Mar 4, 2021 10:50 UTC"
SPIRIT OF HELA,9361639,311013700,Bahamas,298,46,114277,87130,PG POM,"Mar 16, 23:00",9.7,1.4132 N/104.49242 E,52.0°, 17.2 kn,2021-03-21,"Mar 9, 2021 15:36 UTC"
ENERGY ENDEAVOUR,9854624,538008879,Marshall Islands,295,46,114195,93500,FOR ORDERS,"Apr 30, 05:01",11.6,28.56348 N/93.17932 W,142.0°, 15.9 kn,2021-03-21,"Mar 21, 2021 10:08 UTC"
ENERGY PACIFIC,9854612,538008878,Marshall Islands,295,46,114195,95000,FOR ORDERS,"Mar 13, 00:25",9.8,6.32832 S/105.26954 E,244.6°, 17.0 kn,2021-03-21,"Mar 18, 2021 11:43 UTC"
PAPUA,9613135,477518900,Hong Kong,290,47,114166,96319,CN TAO>PG POM,"Mar 20, 19:00",9.4,34.53249 N/122.64172 E,131.0°, 19.9 kn,2021-03-21,"Mar 10, 2021 11:37 UTC"
MARVEL KITE,9760782,563069500,Singapore,293,46,114084,89266,...,"Mar 22, 00:00",11.6,9.28264 N/79.91417 W,167.2°, 1.2 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
MARVEL HAWK,9760770,563063200,Singapore,293,46,114084,89432,-,"Apr 7, 06:00",9.3,34.7857 S/22.14566 E,262.1°, 10.5 kn,2021-03-21,"Mar 10, 2021 03:46 UTC"
MARVEL FALCON,9760768,563048500,Singapore,293,46,114084,89431,US_NSS,"Mar 19, 21:00",8.7,28.81503 N/93.5382 W,346.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:21 UTC"
MINERVA KALYMNOS,9869942,215890000,Malta,-,-,115635,89000,CN LYG,"Mar 27, 16:01",11.6,20.79302 S/115.6263 E,234.0°, 9.9 kn,2021-03-21,"Mar 17, 2021 22:23 UTC"
HYUNDAI TECHNOPIA,9155145,441231000,Korea,289,48,113998,77584,KRTYG=>QARLF,"Mar 26, 05:00",10.4,3.92838 N/100.04537 E,307.0°, 17.6 kn,2021-03-21,"Feb 14, 2021 07:01 UTC"
HYUNDAI COSMOPIA,9155157,441260000,Korea,289,48,113998,77591,KRPTK,"Apr 4, 23:00",11.4,26.11595 N/54.93632 E,96.2°, 17.8 kn,2021-03-21,"Mar 20, 2021 23:08 UTC"
PSKOV,9630028,636016229,Liberia,300,46,113876,93152,ATLANTIC OCEAN FO,"Apr 7, 23:00",9.4,6.22171 S/105.5405 E,245.6°, 15.3 kn,2021-03-21,"Mar 15, 2021 18:39 UTC"
SCF MITRE,9654880,636016378,Liberia,300,46,113876,93585,FOR ORDERS,"Apr 4, 00:01",11.7,32.65452 S/71.77359 W,334.7°, 11.4 kn,2021-03-21,"Feb 28, 2021 19:48 UTC"
SCF MELAMPUS,9654878,636016376,Liberia,300,46,113876,93508,GLADSTONE / AUGLT,"Mar 18, 02:00",9.4,23.77778 S/151.19554 E,113.6°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:15 UTC"
VELIKIY NOVGOROD,9630004,636016219,Liberia,300,46,113876,93486,INDIAN OC. FOR ORDER,"Apr 13, 21:01",11.5,33.80217 S/17.88227 E,274.2°, 16.1 kn,2021-03-21,"Mar 1, 2021 12:55 UTC"
GLOBAL ENERGY,9845013,538008899,Marshall Islands,295,46,113822,96000,TBC,"Mar 31, 00:01",11.5,25.70722 N/76.96394 W,63.4°, 15.1 kn,2021-03-21,"Mar 19, 2021 09:43 UTC"
GLOBAL STAR,9859741,538009028,Marshall Islands,295,46,113822,95000,"ZHOUSHAN, CHINA","Mar 23, 22:00",11.2,23.96387 S/152.11203 E,97.4°, 19.1 kn,2021-03-21,"Mar 13, 2021 12:31 UTC"
MINERVA PSARA,9854363,215865000,Malta,295,46,113817,93500,FOR ORDERS,"Mar 23, 05:00",9.4,25.34004 N/79.72959 W,197.0°, 15.2 kn,2021-03-21,"Mar 21, 2021 00:26 UTC"
MARAN GAS ANDROS,9810379,241670000,Greece,295,46,113793,96000,FOR ORDERS,"Apr 25, 21:00",11.2,25.92203 N/91.76784 W,108.3°, 17.9 kn,2021-03-21,"Mar 20, 2021 00:25 UTC"
MARAN GAS SPETSES,9767950,241579000,Greece,295,46,113763,94945,BARROW ISLAND.AUS,"Mar 25, 22:00",10.2,36.91716 N/126.02964 E,204.2°, 14.0 kn,2021-03-21,"Mar 15, 2021 01:20 UTC"
MARAN GAS CHIOS,9753014,241636000,Greece,295,46,113763,94945,FOR ORDERS,"Mar 22, 18:00",11.4,26.32438 N/79.42792 W,357.8°, 19.0 kn,2021-03-21,"Mar 13, 2021 00:32 UTC"
WOODSIDE CHANEY,9753026,241637000,Greece,295,46,113763,95000,FOR ORDERS,"Mar 29, 21:00",11.1,20.16023 S/116.86775 E,30.2°, 14.0 kn,2021-03-21,"Mar 21, 2021 05:54 UTC"
MARIA ENERGY,9659725,636017445,Liberia,290,46,113664,93301,SETUBAL,"Apr 1, 00:00",9.0,37.61583 N/10.08823 W,340.4°, 13.5 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
MARAN GAS ACHILLES,9682588,241365000,Greece,290,46,113502,92713,FOR ORDERS,"Apr 6, 01:30",11.7,19.28101 N/64.9803 W,99.4°, 17.8 kn,2021-03-21,"Mar 13, 2021 00:55 UTC"
MARAN GAS LETO,9682576,241355000,Greece,290,46,113502,81739,FOR ORDERS,"Mar 22, 00:01",9.0,22.27516 N/119.7402 E,209.2°, 19.0 kn,2021-03-21,"Mar 18, 2021 02:38 UTC"
MARAN GAS ULYSSES,9709491,241404000,Greece,290,46,113502,92621,FOR ORDERS,"Mar 28, 10:00",9.2,49.7595 N/11.45271 W,252.4°, 14.0 kn,2021-03-21,"Mar 17, 2021 17:26 UTC"
MARAN GAS PERICLES,9709489,241424000,Greece,290,46,113502,92776,FOR ORDERS,"Mar 21, 14:01",9.2,34.53885 N/139.50501 E,200.6°, 13.2 kn,2021-03-21,"Mar 9, 2021 07:45 UTC"
MARAN GAS AGAMEMNON,9682590,241405000,Greece,290,46,113502,92762,AUSTRALIA,"Mar 30, 06:00",9.0,34.38924 N/137.09822 E,167.3°, 14.8 kn,2021-03-21,"Mar 17, 2021 04:38 UTC"
FLEX COURAGEOUS,9825439,538008206,Marshall Islands,295,46,113428,95618,FOR ORDERS,"Mar 1, 12:00",9.9,9.38863 N/79.96156 W,76.7°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
CESI LIANYUNGANG,9672818,477151600,Hong Kong,290,46,113397,95713,GLADSTONE AUS,"Mar 29, 01:30",9.3,36.22017 N/124.15216 E,175.6°, 19.1 kn,2021-03-21,"Mar 18, 2021 09:23 UTC"
CESI GLADSTONE,9672820,477348600,Hong Kong,290,46,113397,95638,"GLD,AUS","Apr 3, 14:01",9.2,22.92433 N/116.36869 E,148.0°, 0.1 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
CESI QINGDAO,9672832,477584200,Hong Kong,290,46,113397,95641,GLADSTONE.AUS,"Mar 31, 14:00",9.4,38.35168 N/121.95494 E,99.7°, 18.3 kn,2021-03-21,"Mar 20, 2021 15:30 UTC"
CESI WENZHOU,9694751,477121700,Hong Kong,290,46,113397,95530,BHY CN,"Mar 30, 22:00",11.4,23.28355 S/151.59788 E,16.5°, 18.2 kn,2021-03-21,"Mar 20, 2021 03:25 UTC"
CESI BEIHAI,9672844,477884800,Hong Kong,290,46,113397,95599,CN SHENZHEN,"Mar 25, 04:30",11.3,23.23975 S/151.61618 E,14.1°, 17.5 kn,2021-03-21,"Mar 14, 2021 11:42 UTC"
BAHRAIN SPIRIT,9771080,408919000,Bahrain,295,46,113274,95289,FAR EAST FOR ORDERS,"Mar 31, 14:00",11.7,8.35744 N/79.45741 W,179.8°, 17.5 kn,2021-03-21,"Mar 9, 2021 02:03 UTC"
OAK SPIRIT,9681699,311000247,Bahamas,295,46,113263,95452,FOR ORDERS,"Apr 15, 18:30",10.9,24.00421 N/87.1154 W,126.0°, 17.1 kn,2021-03-21,"Mar 17, 2021 00:52 UTC"
MEGARA,9770945,311000478,Bahamas,295,46,113263,95212,-,-,9.7,24.53446 N/57.88216 E,123.1°, 19.3 kn,2021-03-21,"Mar 4, 2021 08:22 UTC"
MAGDALA,9770921,311000476,Bahamas,295,46,113263,95449,US NSS,"Mar 20, 11:00",9.7,29.74358 N/93.87124 W,278.8°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:22 UTC"
TORBEN SPIRIT,9721401,311000520,Bahamas,295,46,113263,95253,OMMCT,"Mar 26, 11:00",9.6,6.14062 N/96.75945 E,280.1°, 15.6 kn,2021-03-21,"Mar 18, 2021 19:04 UTC"
MUREX,9705641,311000475,Bahamas,295,46,113263,95235,-,-,9.9,22.11147 N/119.87261 E,177.8°, 13.4 kn,2021-03-21,"Mar 16, 2021 04:23 UTC"
MACOMA,9705653,311000472,Bahamas,295,46,113263,95253,FOR ORDERS,"Apr 16, 05:00",9.3,22.28892 N/122.24767 E,198.5°, 13.4 kn,2021-03-21,"Mar 16, 2021 19:31 UTC"
MYRINA,9770933,311000477,Bahamas,295,46,113263,95378,-,-,9.5,34.81259 N/129.18917 E,232.2°, 15.3 kn,2021-03-21,"Mar 8, 2021 16:59 UTC"
FLEX ENDEAVOUR,9762261,215386000,Malta,295,46,113049,95803,-,"Mar 15, 00:01",9.6,33.88722 N/134.89872 E,176.1°, 14.2 kn,2021-03-21,"Mar 7, 2021 09:47 UTC"
MARAN GAS VERGINA,9732369,241467000,Greece,295,46,113037,95194,PACIFIC OCEAN,"Mar 21, 21:00",9.4,23.76282 S/151.18482 E,118.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
MARAN GAS ROXANA,9701229,241415000,Greece,295,46,113037,95194,FOR ORDERS,"Apr 6, 06:00",9.4,16.87296 N/68.45341 E,215.6°, 15.1 kn,2021-03-21,"Mar 19, 2021 10:46 UTC"
MARAN GAS AMPHIPOLIS,9701217,241414000,Greece,295,46,113037,95194,FOR_ORDERS,"Apr 9, 00:00",12.3,32.68429 S/71.63541 W,330.6°, 11.2 kn,2021-03-21,"Mar 8, 2021 13:18 UTC"
TESSALA,9761243,605076060,Algeria,291,46,112867,94575,DZBTA,"Mar 21, 06:00",9.3,37.44459 N/0.41309 E,198.0°, 13.4 kn,2021-03-21,"Mar 21, 2021 02:15 UTC"
OUGARTA,9761267,605076070,Algeria,291,46,112867,94575,ESFRO,"Mar 22, 08:25",9.0,42.2293 N/9.81236 W,5.0°, 7.3 kn,2021-03-21,"Mar 21, 2021 10:21 UTC"
PRACHI,9723801,563178000,Singapore,295,46,112791,90328,KR YOS  >> AU BWB,"Mar 23, 20:00",9.4,33.63612 N/126.61478 E,71.7°, 14.8 kn,2021-03-21,"Mar 9, 2021 22:17 UTC"
GASLOG GIBRALTAR,9707510,310757000,Bermuda,291,46,112764,87981,NGBON>ESLPA,"Mar 22, 20:00",11.4,19.64049 N/20.74474 W,2.7°, 16.7 kn,2021-03-21,"Mar 21, 2021 09:21 UTC"
GASLOG GENEVA,9707508,310755000,Bermuda,291,46,112764,87760,BONNY NG,"Mar 26, 08:00",9.6,33.48341 S/17.79465 E,315.8°, 11.9 kn,2021-03-21,"Mar 18, 2021 11:59 UTC"
GASLOG GREECE,9687019,310732000,Bermuda,291,46,112764,87975,ATLANTIC BASIN,"Apr 1, 05:00",9.5,2.94045 N/100.88905 E,312.5°, 12.9 kn,2021-03-21,"Mar 12, 2021 07:35 UTC"
GASLOG GLASGOW,9687021,310744000,Bermuda,291,46,112764,87889,XZPAN,"Apr 1, 13:00",9.7,37.30961 N/138.20759 E,327.2°, 12.9 kn,2021-03-21,"Mar 8, 2021 01:40 UTC"
LNG JAMAL,9200316,432278000,Japan,290,46,112090,72692,"QALHAT,OMAN","Apr 9, 07:00",9.4,14.89885 N/69.74349 E,107.9°, 1.2 kn,2021-03-21,"Mar 21, 2021 05:27 UTC"
GOLAR MAZO,9165011,636011170,Liberia,290,47,111835,76210,-,-,9.0,5.14819 N/115.36451 E,231.0°, 0.1 kn,2021-03-21,"Apr 17, 2020 09:46 UTC"
