Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Destination,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Date scraping,Date position
AL MARROUNA,9325685,311468000,Bahamas,288,43,99106,90617,QA RLF,"Mar 20, 00:01",9.3,25.93413 N/51.60756 E,294.6°, 0.0 kn,2021-03-21,"Mar 20, 2021 19:16 UTC"
AL DAAYEN,9325702,311133000,Bahamas,288,43,99106,90617,FOR ORDERS,"Mar 22, 10:00",9.2,24.65182 N/57.56719 E,308.0°, 13.3 kn,2021-03-21,"Mar 21, 2021 04:14 UTC"
LNG LOKOJA,9269960,310519000,Bermuda,288,43,98798,83965,TENERIFE SPAIN,"Mar 23, 07:00",9.4,35.33085 N/7.13402 W,229.0°, 14.6 kn,2021-03-21,"Mar 21, 2021 07:56 UTC"
LNG IMO,9311581,310565000,Bermuda,288,43,98798,83688,DAPENG,"Mar 29, 04:00",11.4,33.76856 S/17.37906 E,324.3°, 18.9 kn,2021-03-21,"Feb 21, 2021 13:02 UTC"
LNG ONDO,9311579,310550000,Bermuda,288,43,98798,83688,FRMTX,"Mar 28, 14:00",11.5,7.42643 N/15.56192 W,308.3°, 17.8 kn,2021-03-21,"Mar 21, 2021 10:23 UTC"
LNG KANO,9311567,310534000,Bermuda,288,43,98798,83961,NG BON>PT SIE,"Mar 21, 16:00",11.3,37.20219 N/10.01665 W,21.0°, 14.7 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
AMALI,9496317,508111132,Brunei,284,43,98490,72800,LABUAN MY,"Mar 28, 00:00",9.4,35.47275 N/139.96522 E,218.4°, 0.0 kn,2021-03-21,"Mar 21, 2021 04:40 UTC"
GASLOG SKAGEN,9626285,310664000,Bermuda,285,43,98451,81847,KR YOS,"Mar 3, 16:30",9.2,7.50794 N/75.97759 E,280.9°, 6.1 kn,2021-03-21,"Mar 17, 2021 10:52 UTC"
GASLOG SANTIAGO,9600530,310652000,Bermuda,285,43,98451,82178,FOR ORDERS,"Mar 22, 18:30",11.5,17.86163 N/71.82667 E,180.9°, 13.6 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
GASLOG SYDNEY,9626273,310657000,Bermuda,285,43,98451,82010,AUGLT>CNTSN,"Mar 31, 10:00",11.0,23.96512 S/152.15405 E,98.6°, 18.4 kn,2021-03-21,"Mar 20, 2021 14:39 UTC"
GASLOG SEATTLE,9634086,310669000,Bermuda,285,43,98075,81982,AUGLT,"Mar 21, 04:00",9.2,23.85079 S/151.62418 E,2.8°, 0.4 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
GASLOG SHANGHAI,9600528,310644000,Bermuda,285,43,98075,82104,PE FOR ORDES,"Mar 25, 08:00",9.0,13.06341 S/38.57113 W,181.4°, 14.5 kn,2021-03-21,"Mar 17, 2021 21:49 UTC"
GASLOG SARATOGA,9638903,310696000,Bermuda,285,45,98075,81855,BD CGP,"Mar 16, 16:00",11.2,21.375 N/91.78663 E,243.6°, 0.1 kn,2021-03-21,"Mar 21, 2021 10:24 UTC"
GASLOG SALEM,9638915,310699000,Bermuda,285,43,98075,82023,SABINE PASS,"Apr 23, 06:00",9.3,8.92564 N/81.96632 E,157.9°, 16.5 kn,2021-03-21,"Mar 14, 2021 22:17 UTC"
SHEN HAI,9583677,477413600,Hong Kong,290,43,98068,82625,CN YANGSHAN>MY BTU,"Mar 17, 22:00",9.7,29.56348 N/123.40003 E,190.9°, 17.9 kn,2021-03-21,"Mar 13, 2021 11:27 UTC"
TANGGUH JAYA,9349019,370502000,Panama,285,43,97897,82313,ID NTI,"Mar 23, 08:00",9.0,33.73791 N/134.92511 E,189.7°, 16.0 kn,2021-03-21,"Feb 4, 2021 06:40 UTC"
TANGGUH PALUNG,9355379,370766000,Panama,285,43,97897,82407,ID NTI,"Mar 27, 06:00",8.9,29.45429 N/122.87026 E,107.5°, 11.7 kn,2021-03-21,"Feb 19, 2021 12:33 UTC"
LNG BORNO,9322803,310543000,Bermuda,285,43,97874,82030,"DAHEJ,INDIA","Apr 5, 04:30",11.4,9.66466 N/18.13876 W,138.4°, 12.3 kn,2021-03-21,"Mar 11, 2021 06:17 UTC"
LNG OGUN,9322815,310542000,Bermuda,285,43,97874,81997,NG BON,"Mar 22, 08:00",9.3,8.8507 N/16.57425 W,133.3°, 11.0 kn,2021-03-21,"Mar 18, 2021 10:18 UTC"
DAPENG SUN,9308479,477985700,Hong Kong,292,43,97871,83050,AU DAM>CN DPG,"Mar 26, 02:00",11.4,20.30561 S/116.74628 E,13.6°, 13.3 kn,2021-03-21,"Mar 19, 2021 07:30 UTC"
DAPENG STAR,9369473,477614400,Hong Kong,292,43,97871,82428,DAPENG CHINA,"Mar 21, 02:00",11.5,22.5747 N/114.43194 E,159.7°, 0.0 kn,2021-03-21,"Mar 21, 2021 04:13 UTC"
GASLOG SAVANNAH,9352860,310583000,Bermuda,285,43,97818,82291,ARABIAN SEA,"Mar 25, 06:00",9.5,5.80756 N/80.10835 E,265.7°, 5.1 kn,2021-03-21,"Mar 21, 2021 05:46 UTC"
GASLOG SINGAPORE,9355604,310594000,Bermuda,285,43,97818,82339,FAR EAST,"Apr 6, 22:00",11.3,8.41074 N/79.45482 W,179.4°, 19.7 kn,2021-03-21,"Mar 18, 2021 01:23 UTC"
STENA BLUE SKY,9315393,235116537,United Kingdom,285,43,97754,84362,FOR ORDERS,"Mar 29, 00:00",9.0,32.39332 N/122.30303 E,116.0°, 14.0 kn,2021-03-21,"Mar 10, 2021 07:01 UTC"
LNG UNITY,9306495,228337700,France,290,43,97741,86385,USLCH,"Mar 20, 11:00",9.6,30.0376 N/93.33331 W,136.5°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
LNG ALLIANCE,9320075,228333700,France,290,43,97741,86385,CAMERON,"Mar 23, 06:00",9.8,22.13333 S/40.59103 W,222.3°, 12.3 kn,2021-03-21,"Mar 5, 2021 18:33 UTC"
LNG OYO,9267003,310487000,Bermuda,285,43,97561,83068,INDAH,"Mar 26, 12:30",11.3,33.76799 S/18.18748 E,346.0°, 4.8 kn,2021-03-21,"Feb 25, 2021 09:13 UTC"
LNG RIVER ORASHI,9266982,310447000,Bermuda,285,43,97561,83068,NG BON>TW KHH,"Apr 2, 07:30",11.6,33.85977 S/17.78136 E,338.4°, 17.6 kn,2021-03-21,"Feb 24, 2021 14:42 UTC"
LNG BENUE,9267015,310495000,Bermuda,285,43,97561,82971,"MAP TA PHUT,THAILAND","Mar 24, 13:00",11.0,33.87847 S/18.20633 E,211.7°, 2.4 kn,2021-03-21,"Mar 9, 2021 07:35 UTC"
LNG ENUGU,9266994,310482000,Bermuda,285,43,97561,83160,BARCELONA,"Mar 25, 18:00",11.2,20.00489 N/18.08983 W,359.0°, 18.3 kn,2021-03-21,"Mar 21, 2021 07:57 UTC"
MARAN GAS ASCLEPIUS,9302499,240386000,Greece,285,43,97496,84659,FPR ORDERS,"Mar 25, 21:01",9.2,17.78705 N/39.71677 E,171.0°, 19.5 kn,2021-03-21,"Mar 20, 2021 09:58 UTC"
UMM BAB,9308431,240411000,Greece,285,43,97496,84659,FOR ORDERS,"Mar 25, 06:00",11.1,1.27853 N/104.3106 E,83.0°, 12.1 kn,2021-03-21,"Mar 20, 2021 05:11 UTC"
SIMAISMA,9320386,240486000,Greece,285,43,97496,84863,FOR ORDERS,"Mar 20, 00:00",11.2,21.55745 N/91.81617 E,121.0°, 0.2 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
AL JASSASIYA,9324435,240615000,Greece,285,43,97496,84554,ORDERS,"Mar 27, 21:01",9.5,2.68982 N/101.27565 E,293.0°, 17.0 kn,2021-03-21,"Mar 19, 2021 20:08 UTC"
GOLAR MARIA,9320374,538002609,Marshall Islands,277,43,97491,84823,-,-,9.9,6.27713 S/105.39888 E,234.0°, 14.6 kn,2021-03-21,"Mar 14, 2021 20:14 UTC"
MARAN GAS CORONIS,9331048,240639000,Greece,285,43,97491,84776,JAPAN FOR ORDERS,"Mar 21, 10:00",11.4,12.33497 S/130.70946 E,309.5°, 11.7 kn,2021-03-21,"Mar 12, 2021 05:11 UTC"
SALALAH LNG,9300817,371561000,Panama,285,43,96671,81035,KR TYG,"Mar 21, 11:00",11.6,22.2781 N/121.38142 E,46.0°, 17.8 kn,2021-03-21,"Mar 18, 2021 15:28 UTC"
IBRA LNG,9326689,357734000,Panama,285,43,96671,81057,CN SZX,"Mar 28, 08:00",11.5,14.68212 N/69.80647 E,134.0°, 18.1 kn,2021-03-21,"Mar 18, 2021 06:40 UTC"
MILAHA QATAR,9321732,229129000,Malta,283,43,96508,77803,RAS LAFFAN,"Mar 21, 04:15",9.5,25.93326 N/51.61755 E,182.7°, 0.0 kn,2021-03-21,"Mar 21, 2021 09:54 UTC"
AL THAKHIRA,9298399,309975000,Bahamas,283,43,95824,78542,ITROV,"Mar 24, 16:00",11.5,33.06128 N/28.43482 E,293.6°, 14.4 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
EJNAN,9334076,309201000,Bahamas,283,43,95824,78403,PKBQM,"Mar 19, 01:00",11.1,24.77116 N/67.31215 E,63.0°, 0.1 kn,2021-03-21,"Mar 19, 2021 08:46 UTC"
LUSAIL,9285952,311628000,Bahamas,283,43,95824,78489,PK BQM,"Mar 23, 01:00",11.4,26.15923 N/54.92754 E,96.9°, 16.5 kn,2021-03-21,"Mar 21, 2021 01:04 UTC"
METHANE LYDON VOLNEY,9307205,310514000,Bermuda,283,43,95753,78957,ZEEBRUGGE,"Mar 21, 11:14",11.2,51.36393 N/2.52192 E,89.7°, 5.9 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
METHANE HEATHER SALLY,9321744,310528000,Bermuda,283,43,95753,79084,LIVORNO,"Mar 20, 08:00",11.2,43.40618 N/9.49779 E,177.3°, 14.6 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
METHANE RITA ANDREA,9307188,310499000,Bermuda,283,43,95753,79046,PJSB,"Mar 18, 00:01",9.0,1.46996 N/103.82921 E,295.8°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:20 UTC"
METHANE SHIRLEY ELISABETH,9321756,310535000,Bermuda,283,43,95753,78997,SUBIC BAY PH,"Mar 25, 00:01",9.6,34.06517 N/134.92594 E,186.3°, 11.7 kn,2021-03-21,"Mar 20, 2021 09:41 UTC"
METHANE JANE ELIZABETH,9307190,310510000,Bermuda,283,43,95753,78984,FOR ORDERS,"Mar 17, 09:00",9.5,29.40075 N/93.62437 W,87.6°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:18 UTC"
SERI ANGKASA,9321665,533957000,Malaysia,283,43,95729,71500,AUS GD,"Mar 29, 23:50",9.4,34.58662 N/136.96158 E,124.0°, 12.8 kn,2021-03-21,"Mar 19, 2021 02:27 UTC"
SERI ANGGUN,9321653,533953000,Malaysia,283,43,95729,83395,JP KWS,"Mar 21, 21:45",11.6,18.72173 S/117.72977 E,31.9°, 14.7 kn,2021-03-21,"Mar 11, 2021 11:30 UTC"
K. FREESIA,9186584,441278000,Korea,277,43,95381,76022,KR PTK,"Mar 27, 03:30",11.8,1.43821 N/104.51727 E,47.7°, 18.4 kn,2021-03-21,"Mar 21, 2021 03:23 UTC"
K. ACACIA,9157636,441259000,Korea,277,43,95376,75768,OM QAL,"Mar 20, 04:00",9.8,22.63079 N/65.06698 E,106.5°, 19.8 kn,2021-03-21,"Mar 19, 2021 05:43 UTC"
GULF ENERGY,7390143,538001388,Marshall Islands,285,44,95016,72472,-,-,6.5,59.35904 N/5.30031 E,345.1°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
BERING ENERGY,7390155,538001389,Marshall Islands,285,44,95016,72555,-,-,9.9,43.47308 N/8.22339 W,329.4°, 0.0 kn,2021-03-21,"Aug 29, 2020 21:47 UTC"
GALICIA SPIRIT,9247364,224482000,Spain,280,43,94822,79166,AT ORDER,"Mar 29, 01:00",9.2,20.65952 N/68.3628 E,147.1°, 15.3 kn,2021-03-21,"Mar 20, 2021 22:01 UTC"
HISPANIA SPIRIT,9230048,224985000,Spain,280,43,94822,79363,FOR ORDERS,"Mar 28, 06:00",11.1,10.88407 N/61.59542 W,60.4°, 14.7 kn,2021-03-21,"Mar 14, 2021 19:18 UTC"
PORTOVYY,9246621,273211890,Russia,277,43,94499,77773,-,-,9.2,57.41615 N/10.66707 E,349.2°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
PUTERI NILAM SATU,9229647,533747000,Malaysia,276,43,94446,76124,KR INC,"Mar 23, 02:00",11.3,33.78977 N/134.89167 E,191.6°, 14.6 kn,2021-03-21,"Mar 7, 2021 11:54 UTC"
DISHA,9250713,215533000,Malta,277,43,94058,81097,"DAHEJ,INDIA","Mar 25, 19:10",11.5,25.18333 N/57.54332 E,116.0°, 17.7 kn,2021-03-21,"Mar 20, 2021 20:51 UTC"
IBERICA KNUTSEN,9326603,257990000,Norway,277,43,93915,77541,USSAB,"Mar 25, 05:00",9.4,48.67608 N/7.92071 W,248.9°, 12.0 kn,2021-03-21,"Mar 10, 2021 19:02 UTC"
METHANE PRINCESS,9253715,538004164,Marshall Islands,277,43,93899,77707,FOR ORDER,"Mar 29, 06:00",11.3,11.07844 N/24.3341 W,28.5°, 15.5 kn,2021-03-21,"Mar 21, 2021 10:02 UTC"
BW EVERETT,9243148,564988000,Singapore,277,43,93844,77410,GALLE OPL,"Mar 19, 07:30",9.5,5.80016 N/80.27676 E,173.7°, 12.0 kn,2021-03-21,"Mar 19, 2021 09:08 UTC"
BW BOSTON,9230062,258617000,Norway,277,43,93844,77410,OPEN SEA FOR ORDERS,"Apr 7, 22:00",11.0,25.57094 N/35.57915 E,158.6°, 18.3 kn,2021-03-21,"Mar 21, 2021 08:54 UTC"
BERGE ARZEW,9256597,311745000,Bahamas,277,43,93844,77470,TR ALI>DZ AZW,"Mar 20, 07:00",9.2,36.91807 N/1.85369 E,270.0°, 14.6 kn,2021-03-21,"Mar 18, 2021 23:30 UTC"
EXCALIBUR,9230050,205421000,Belgium,277,43,93786,77822,-,-,9.3,37.02075 N/126.19752 E,245.2°, 9.4 kn,2021-03-21,"Feb 25, 2021 05:14 UTC"
HL SUR,9176010,440130000,Korea,280,43,93769,75159,KRINC>OMQAL,"Mar 27, 11:00",10.0,2.92193 N/100.91115 E,331.3°, 18.6 kn,2021-03-21,"Mar 20, 2021 19:07 UTC"
SINGAPORE ENERGY,9238040,538007985,Marshall Islands,279,43,93498,75074,FOR ORDERS,"Mar 3, 15:00",9.3,29.4034 N/93.64186 W,214.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:16 UTC"
TRADER,9238038,235496000,Isle of Man,279,43,93498,75109,JP SAK>AU DAM,"Mar 24, 06:06",9.9,33.93405 N/134.91504 E,186.1°, 16.0 kn,2021-03-21,"Mar 15, 2021 07:53 UTC"
MERCHANT,9250191,538008352,Marshall Islands,279,42,93498,75059,OPL EAST JOHOR,"Mar 8, 22:00",8.9,1.95167 N/104.35383 E,100.0°, 0.1 kn,2021-03-21,"Mar 14, 2021 17:53 UTC"
METHANE KARI ELIN,9256793,310440000,Bermuda,279,43,93410,73989,FOR ORDERS,"Mar 29, 11:00",10.1,33.70653 N/134.90499 E,182.7°, 18.1 kn,2021-03-21,"Mar 4, 2021 08:09 UTC"
FUWAIRIT,9256200,311605000,Bahamas,279,43,93227,74067,ROVIGO ITALY,"Mar 21, 16:00",11.6,44.42026 N/13.20218 E,341.3°, 12.9 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
MILAHA RAS LAFFAN,9255854,229130000,Malta,279,43,93226,73705,EG PSD>QA RLF,"Mar 21, 18:18",9.8,26.27667 N/53.54989 E,262.4°, 14.6 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
SK SUNRISE,9247194,354159000,Panama,279,43,92927,75249,KR PTK,"Mar 23, 00:01",11.5,23.22596 N/121.88682 E,20.1°, 19.3 kn,2021-03-21,"Mar 20, 2021 07:51 UTC"
SK SUPREME,9157739,441768000,Korea,279,43,92866,75319,RLF QA,"Mar 30, 21:00",9.7,22.37645 N/122.22757 E,206.1°, 18.1 kn,2021-03-21,"Mar 18, 2021 05:59 UTC"
SK STELLAR,9180243,441237000,Korea,279,43,92866,75135,"RLF,QA","Apr 1, 21:00",10.1,37.05717 N/126.09106 E,204.3°, 18.4 kn,2021-03-21,"Mar 8, 2021 08:59 UTC"
CATALUNYA SPIRIT,9236420,224941000,Spain,284,43,90835,77204,PENUELAS,"Mar 21, 06:30",10.3,42.38316 N/70.86772 W,69.4°, 12.0 kn,2021-03-21,"Mar 14, 2021 15:05 UTC"
CADIZ KNUTSEN,9246578,224263000,Spain,284,43,90835,77228,SABINE PASS USA,"Mar 18, 05:01",9.7,25.77192 N/91.93228 W,113.9°, 16.7 kn,2021-03-21,"Mar 20, 2021 21:29 UTC"
CASTILLO DE VILLALBA,9236418,224383000,Spain,284,43,90835,77217,-,-,11.1,10.58222 N/61.79375 W,180.7°, 15.2 kn,2021-03-21,"Feb 23, 2021 14:40 UTC"
BILBAO KNUTSEN,9236432,224606000,Spain,284,43,90835,77217,-,"Feb 26, 00:01",11.2,30.48876 N/13.06095 W,46.0°, 13.4 kn,2021-03-21,"Mar 21, 2021 03:04 UTC"
MADRID SPIRIT,9259276,224152000,Spain,284,43,90835,77213,FOR ORDERS,"Apr 1, 13:00",9.6,35.94788 N/5.86386 W,270.3°, 17.9 kn,2021-03-21,"Mar 20, 2021 11:22 UTC"
SESTAO KNUTSEN,9338797,225372000,Spain,284,43,90478,77204,-,-,11.5,37.05291 N/126.67105 E,314.7°, 14.2 kn,2021-03-21,"Feb 18, 2021 09:35 UTC"
HL PYEONGTAEK,9061928,441563000,Korea,264,43,89956,71041,KRTYG>AUGLT,"Mar 21, 19:45",9.4,34.76822 N/128.86989 E,335.7°, 13.0 kn,2021-03-21,"Mar 6, 2021 00:04 UTC"
OCEAN QUEST,7391214,257991000,Norway,289,41,88919,64991,-,-,9.4,1.575 N/104.40367 E,136.0°, 0.1 kn,2021-03-21,"Feb 28, 2021 00:02 UTC"
PUTERI DELIMA,9030814,533022000,Malaysia,274,43,86205,73519,MY BTU,"Mar 23, 00:00",9.4,33.1709 N/125.30625 E,160.0°, 17.5 kn,2021-03-21,"Mar 17, 2021 18:07 UTC"
RAMDANE ABANE,7411961,605076080,Algeria,274,42,81265,83296,-,-,9.5,35.81647 N/0.25807 W,164.0°, 0.1 kn,2021-03-21,"Mar 18, 2021 02:15 UTC"
ARCTIC SPIRIT,9001784,311118000,Bahamas,239,40,66174,48857,MY BTU,"Mar 26, 00:01",8.6,25.41919 N/122.673 E,179.4°, 13.5 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
POLAR SPIRIT,9001772,311153000,Bahamas,239,40,66174,48817,MY BTU,"Mar 16, 20:00",8.8,24.71093 N/122.61654 E,190.3°, 15.2 kn,2021-03-21,"Mar 10, 2021 03:24 UTC"
CHEIKH BOUAMAMA,9324344,311006300,Bahamas,220,35,52855,39520,DZSKI,"Mar 21, 23:00",8.0,42.47115 N/5.26711 E,166.0°, 15.0 kn,2021-03-21,"Mar 21, 2021 00:12 UTC"
CHEIKH EL MOKRANI,9324332,309979000,Bahamas,220,35,52855,39520,DZBTA>FRFOS,"Mar 22, 11:00",9.8,41.08292 N/3.86786 E,33.0°, 8.6 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
GLOBAL ENERGY,9269207,226308000,France,220,35,48923,34800,DZ SKI,"Mar 19, 13:00",8.6,40.99335 N/7.6165 E,16.0°, 10.2 kn,2021-03-21,"Mar 21, 2021 10:25 UTC"
PORTOVENERE,9064073,563075400,Singapore,216,34,46555,35760,ID BXT,"Mar 14, 08:00",9.0,14.46028 N/120.6788 E,237.9°, 11.4 kn,2021-03-21,"Mar 10, 2021 11:56 UTC"
LERICI,9064085,563074500,Singapore,216,34,46555,35760,-,-,5.6,1.2973 N/103.68074 E,0.0°, 0.0 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
SAGA DAWN,9769855,563070400,Singapore,195,30,32158,31712,DONGGUAN,"Mar 20, 05:00",9.3,21.91746 N/113.90296 E,26.8°, 10.9 kn,2021-03-21,"Mar 20, 2021 04:30 UTC"
SUN ARROWS,9349942,309296000,Bahamas,151,28,20620,11142,RUPGN,"Mar 25, 12:00",5.8,5.18849 N/114.06249 E,228.6°, 7.1 kn,2021-03-21,"Feb 25, 2021 07:04 UTC"
SURYA AKI,9060534,309521000,Bahamas,151,28,20519,11612,"BATAM,ID","Mar 13, 13:00",5.1,1.09841 N/103.91078 E,313.0°, 0.0 kn,2021-03-21,"Mar 16, 2021 04:02 UTC"
LUCIA AMBITION,9016492,372255000,Panama,130,26,16399,11001,"BINTULU,MALAYSIA","Mar 20, 04:00",6.1,21.64886 N/113.70751 E,201.8°, 11.0 kn,2021-03-21,"Mar 15, 2021 08:23 UTC"
PELITA ENERGY,9161510,525300941,Indonesia,130,26,16336,10951,BENOA ANCHORAGE,"Feb 21, 04:00",6.9,1.26513 N/104.49367 E,77.0°, 11.8 kn,2021-03-21,"Jan 14, 2021 07:17 UTC"
CORAL ENERGICE,9783124,244090097,Netherlands,164,25,16100,9125,RU VYS,"Mar 20, 15:05",6.8,60.60478 N/28.54925 E,-, 0.0 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
CORAL ENERGY,9617698,246878000,Netherlands,156,23,13501,12344,NL RTD,"Mar 23, 14:00",7.7,54.69135 N/12.43255 E,234.8°, 16.7 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
KAKUYU MARU,9675200,431004914,Japan,89,15,3031,1865,>JP AOM OFF,"Mar 20, 11:15",4.3,35.82478 N/140.98512 E,11.3°, 11.2 kn,2021-03-21,"Sep 19, 2020 19:56 UTC"
KAKUREI MARU,9469235,431000792,Japan,86,15,2952,1801,>JP AOM OFF,"Mar 20, 04:40",4.5,35.45577 N/140.75968 E,36.0°, 12.9 kn,2021-03-21,"Sep 4, 2020 07:02 UTC"
PIONEER KNUTSEN,9275074,259393000,Norway,69,12,1687,817,VESTBASE,"Mar 22, 08:00",3.6,60.55038 N/4.8844 E,96.5°, 0.2 kn,2021-03-21,"Mar 21, 2021 10:26 UTC"
PUTERI INTAN,9030802,533009000,Malaysia,274,43,86205,73519,JP HBK,"Mar 24, 00:00",11.3,33.53617 N/134.91969 E,178.1°, 16.1 kn,2021-03-21,"Mar 7, 2021 16:23 UTC"
HYUNDAI AQUAPIA,9179581,441268000,Korea,289,48,113998,77564,OMQAL->KRPTK,"Apr 1, 04:30",11.7,15.08338 N/70.13164 E,144.3°, 19.2 kn,2021-03-21,"Mar 20, 2021 01:58 UTC"
SK SUMMIT,9157624,441456000,Korea,277,43,95378,76064,"SUK,KR","Mar 30, 01:00",11.5,15.66135 N/69.78362 E,145.4°, 17.4 kn,2021-03-21,"Mar 17, 2021 11:55 UTC"
NORTHWEST SNIPE,8608884,503000051,Australia,272,47,105010,66695,PACIFIC OCEAN,"Mar 28, 21:00",11.3,20.19558 S/116.82672 E,34.7°, 12.2 kn,2021-03-21,"Mar 19, 2021 01:50 UTC"
GASLOG HOUSTON,9748899,310772000,Bermuda,290,46,114240,92345,AUBWB,"Mar 27, 00:00",9.3,21.49444 N/113.31789 E,173.3°, 15.8 kn,2021-03-21,"Mar 20, 2021 10:44 UTC"
PUTERI ZAMRUD SATU,9245031,533754000,Malaysia,276,43,94446,76144,MY BTU,"Mar 26, 23:00",9.4,30.51788 N/122.4551 E,107.3°, 11.0 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
RIAS BAIXAS KNUTSEN,9825568,224989000,Spain,299,48,122261,96354,ROTERDAM,"Mar 31, 00:01",11.8,26.26415 N/79.4823 W,5.7°, 18.9 kn,2021-03-21,"Mar 20, 2021 21:46 UTC"
AMADI,9682552,508111182,Brunei,288,44,102585,85466,SCS,"Mar 26, 22:30",9.3,34.40305 N/139.48619 E,198.3°, 15.4 kn,2021-03-21,"Mar 16, 2021 11:57 UTC"
PUTERI FIRUS SATU,9248502,533808000,Malaysia,276,43,94446,76197,MY BTU,"Mar 23, 01:00",9.5,30.68654 N/127.05153 E,210.7°, 16.0 kn,2021-03-21,"Mar 18, 2021 03:20 UTC"
AL KHOR,9085613,431894000,Japan,298,46,111083,72176,QA RLF,"Mar 29, 07:00",9.6,3.67768 N/100.0381 E,308.0°, 19.3 kn,2021-03-21,"Mar 21, 2021 05:50 UTC"
NORTH PIONEER,9317200,431301776,Japan,89,15,3056,1938, >JP HKP 4,"Mar 20, 07:00",4.5,41.77905 N/140.67988 E,221.0°, 0.1 kn,2021-03-21,"Jun 21, 2020 09:59 UTC"
ZEKREET,9132818,431325000,Japan,298,46,111124,72316,JP CHB,"Mar 21, 23:00",10.7,16.47865 N/116.32067 E,49.6°, 18.4 kn,2021-03-21,"Mar 17, 2021 22:48 UTC"
GASLOG GALVESTON,9864928,310806000,Bermuda,293,46,115636,89000,ATLANTIC BASIN,"Mar 25, 06:00",9.8,32.38861 N/20.6353 W,252.0°, 17.3 kn,2021-03-21,"Mar 14, 2021 16:01 UTC"
BEIDOU STAR,9613159,477314400,Hong Kong,290,47,114166,96355,KOCHI,"Mar 19, 01:30",10.8,20.10952 N/38.89907 E,148.8°, 18.6 kn,2021-03-21,"Mar 13, 2021 03:30 UTC"
SHINJU MARU NO. 2,9433884,431000767,Japan,86,15,2930,1781,JP HIM,"Mar 22, 13:30",3.8,34.74658 N/134.69356 E,49.0°, 0.1 kn,2021-03-21,"Mar 21, 2021 10:27 UTC"
MARVEL SWAN,9880192,219028242,Denmark,-,-,114931,89000,SHI-2310 GAS TRIAL,"Mar 20, 10:00",9.5,34.82969 N/129.18269 E,38.3°, 19.0 kn,2021-03-21,"Feb 24, 2021 15:18 UTC"
COBIA LNG,9869306,215583000,Malta,-,-,116542,93200,.,"Apr 16, 11:00",9.0,1.2621 N/103.38361 E,316.0°, 15.1 kn,2021-03-21,"Mar 14, 2021 06:34 UTC"
LNG VENUS,9645736,432994000,Japan,288,49,136710,86241,OMQAL,"Mar 23, 01:00",9.7,15.51568 N/68.77628 E,312.7°, 16.5 kn,2021-03-21,"Mar 21, 2021 04:44 UTC"
